date,open,high,low,close,volume
2025-02-11,1543.09,1556.08,1535.42,1553.35,634806
2025-02-12,1577.1,1591.22,1558.02,1589.48,545231
2025-02-13,1586.02,1587.92,1568.09,1574.4,675989
2025-02-14,1622.85,1629.76,1606.3,1622.05,587293
2025-02-17,1635.42,1639.35,1606.95,1622.16,662146
2025-02-18,1621.68,1629.25,1608.22,1612.13,614681
2025-02-19,1584.95,1605.72,1571.73,1592.29,354445
2025-02-20,1594.4,1617.64,1583.35,1609.32,550689
2025-02-21,1682.53,1685.6,1662.55,1665.29,457983
2025-02-24,1663.45,1674.95,1662.86,1666.82,329009
2025-02-25,1602.35,1628.43,1599.43,1611.57,232877
2025-02-26,1631.43,1645.17,1622.84,1625.81,323504
2025-02-27,1660.73,1660.96,1640.87,1659.6,713340
2025-02-28,1646.36,1654.74,1637.88,1651.91,748763
2025-03-03,1656.62,1664.06,1645.42,1659.49,668743
2025-03-04,1654.91,1655.7,1644.24,1653.58,643875
2025-03-05,1626.93,1629.91,1625.07,1626.32,593402
2025-03-06,1619.79,1622.95,1596.06,1613.69,480416
2025-03-07,1629.97,1639.76,1620.75,1632.85,525906
2025-03-10,1628.68,1634.78,1621.29,1631.48,609166
2025-03-11,1660.86,1670.79,1650.54,1655.88,292248
2025-03-12,1675.99,1691.83,1669.42,1673.37,600650
2025-03-13,1660.6,1666.43,1640.99,1651.57,557870
2025-03-14,1611.01,1623.8,1610.15,1613.03,715898
2025-03-17,1606.14,1610.03,1604.0,1606.93,488215
2025-03-18,1632.88,1651.18,1626.31,1642.37,478588
2025-03-19,1673.35,1683.09,1649.98,1660.9,342889
2025-03-20,1633.23,1653.36,1619.33,1644.69,291131
2025-03-21,1641.01,1641.16,1637.5,1639.35,654655
2025-03-24,1639.43,1660.63,1632.88,1646.77,632641
2025-03-25,1619.9,1623.88,1596.33,1617.17,367515
2025-03-26,1610.4,1611.68,1594.76,1604.43,585885
2025-03-27,1602.29,1629.78,1594.45,1615.53,497706
2025-03-28,1632.72,1641.82,1616.9,1634.44,477290
2025-03-31,1620.27,1637.67,1618.17,1634.62,695725
2025-04-01,1629.55,1650.46,1605.79,1618.19,527402
2025-04-02,1662.26,1678.62,1657.62,1665.95,515285
2025-04-03,1674.67,1696.83,1673.0,1687.97,408997
2025-04-04,1742.13,1754.13,1737.81,1748.26,162555
2025-04-07,1724.68,1728.51,1705.92,1713.44,341923
2025-04-08,1777.38,1783.46,1748.63,1764.26,552872
2025-04-09,1767.97,1785.68,1744.39,1756.81,307736
2025-04-10,1762.26,1774.17,1760.07,1769.2,517105
2025-04-11,1746.69,1760.36,1745.45,1748.02,276270
2025-04-14,1728.21,1746.59,1708.63,1714.19,532011
2025-04-15,1718.34,1727.24,1706.85,1724.65,510971
2025-04-16,1717.92,1721.73,1708.61,1720.8,234689
2025-04-17,1714.96,1725.66,1712.5,1723.18,345119
2025-04-18,1715.29,1726.33,1707.02,1725.33,569757
2025-04-21,1715.49,1716.12,1688.84,1705.21,346539
2025-04-22,1742.04,1749.92,1733.63,1736.56,552769
2025-04-23,1721.39,1728.44,1711.07,1717.53,100000
2025-04-24,1721.84,1723.97,1713.59,1716.87,594370
2025-04-25,1761.33,1768.58,1752.35,1752.39,398321
2025-04-28,1746.07,1747.38,1728.63,1732.98,433563
2025-04-29,1759.92,1766.49,1759.1,1759.98,323792
2025-04-30,1754.29,1765.94,1739.3,1757.29,361138
2025-05-01,1757.62,1803.76,1740.8,1766.66,266797
2025-05-02,1789.14,1797.44,1776.97,1779.51,425502
2025-05-05,1768.65,1778.64,1757.42,1773.22,578863
2025-05-06,1797.08,1820.37,1774.2,1810.61,245451
2025-05-07,1841.75,1857.16,1841.05,1844.23,583723
2025-05-08,1835.59,1845.06,1827.2,1835.37,710599
2025-05-09,1850.19,1869.35,1830.37,1842.52,694015
2025-05-12,1832.93,1849.01,1810.57,1823.78,369992
2025-05-13,1858.08,1876.73,1854.81,1864.89,824640
2025-05-14,1879.55,1896.71,1871.27,1887.1,633677
2025-05-15,1868.87,1874.52,1852.56,1871.95,301224
2025-05-16,1853.97,1876.07,1851.3,1865.27,725047
2025-05-19,1802.75,1814.72,1791.87,1803.74,425700
2025-05-20,1746.5,1753.58,1737.02,1742.48,516240
2025-05-21,1771.15,1776.19,1770.0,1770.77,313590
2025-05-22,1744.42,1767.22,1742.38,1758.61,698862
2025-05-23,1746.21,1770.79,1743.83,1756.68,314112
2025-05-26,1726.98,1729.31,1699.67,1715.94,197802
2025-05-27,1731.87,1749.14,1721.55,1740.69,388081
2025-05-28,1781.03,1788.33,1759.25,1774.48,630054
2025-05-29,1759.82,1775.12,1742.07,1754.28,420806
2025-05-30,1776.88,1786.05,1770.7,1779.75,522414
2025-06-02,1780.3,1809.42,1772.95,1789.22,252936
2025-06-03,1820.94,1838.99,1819.0,1819.02,368701
2025-06-04,1737.89,1749.07,1733.65,1745.62,407461
2025-06-05,1758.21,1777.02,1752.17,1759.75,814568
2025-06-06,1749.75,1756.72,1747.76,1748.83,300532
2025-06-09,1810.03,1821.11,1785.12,1816.54,524035
2025-06-10,1806.86,1813.95,1801.7,1808.91,338601
2025-06-11,1774.39,1795.66,1772.64,1777.13,721800
2025-06-12,1758.43,1794.45,1753.53,1769.36,419328
2025-06-13,1752.33,1777.93,1745.1,1754.0,735179
2025-06-16,1730.74,1744.51,1729.69,1736.27,594223
2025-06-17,1729.54,1765.66,1718.9,1745.46,535889
2025-06-18,1715.86,1721.21,1708.48,1718.77,598783
2025-06-19,1766.89,1773.17,1764.05,1769.39,492172
2025-06-20,1735.72,1754.33,1726.09,1740.98,306293
2025-06-23,1729.81,1754.58,1723.88,1747.83,459202
2025-06-24,1752.2,1755.04,1745.39,1745.42,501774
2025-06-25,1705.74,1726.6,1693.26,1699.93,617222
2025-06-26,1713.51,1718.04,1703.83,1707.95,488807
2025-06-27,1718.72,1726.7,1712.33,1715.94,638921
2025-06-30,1707.65,1722.36,1692.15,1718.44,372464
2025-07-01,1756.46,1758.61,1742.66,1755.38,435001
2025-07-02,1725.29,1734.72,1710.32,1733.33,265700
2025-07-03,1753.42,1756.72,1731.52,1734.45,342853
2025-07-04,1714.63,1731.76,1711.61,1719.11,567393
2025-07-07,1726.74,1729.55,1711.48,1721.0,652443
2025-07-08,1717.87,1746.78,1707.48,1731.31,439415
2025-07-09,1711.74,1735.64,1708.28,1721.9,423893
2025-07-10,1738.12,1752.94,1725.27,1742.79,503219
2025-07-11,1736.85,1741.24,1726.51,1730.77,626738
2025-07-14,1739.39,1747.77,1731.09,1734.64,430169
2025-07-15,1690.72,1693.83,1666.79,1688.28,565620
2025-07-16,1680.66,1699.27,1667.24,1696.38,507699
2025-07-17,1693.5,1698.18,1673.12,1683.98,374977
2025-07-18,1670.18,1686.64,1668.35,1677.95,534713
2025-07-21,1688.45,1705.71,1674.52,1674.93,478293
2025-07-22,1677.15,1680.72,1646.45,1661.65,550835
2025-07-23,1676.36,1680.64,1652.72,1669.47,387138
2025-07-24,1701.51,1717.62,1681.84,1693.15,618703
2025-07-25,1707.95,1726.67,1699.87,1718.79,480403
2025-07-28,1735.76,1753.96,1703.08,1713.64,326124
2025-07-29,1739.67,1740.09,1730.86,1737.78,179631
2025-07-30,1735.05,1739.71,1713.68,1726.42,449023
2025-07-31,1746.36,1754.52,1743.82,1753.89,499908
2025-08-01,1723.76,1750.47,1722.06,1724.32,285985
2025-08-04,1692.44,1703.4,1688.49,1702.55,515991
2025-08-05,1703.04,1708.14,1696.05,1705.09,470356
2025-08-06,1685.07,1690.65,1683.4,1684.93,468480
2025-08-07,1718.23,1720.44,1713.64,1716.04,334935
2025-08-08,1729.93,1736.84,1703.81,1717.94,742785
2025-08-11,1740.11,1748.5,1719.49,1735.94,431609
2025-08-12,1759.6,1769.67,1746.69,1757.46,387196
2025-08-13,1758.9,1790.47,1741.07,1758.56,733105
2025-08-14,1837.68,1840.3,1809.05,1819.4,243705
2025-08-15,1837.89,1847.82,1821.34,1843.23,792291
2025-08-18,1836.91,1843.96,1821.05,1826.06,538848
2025-08-19,1858.11,1889.64,1857.75,1876.51,426121
2025-08-20,1884.41,1899.66,1879.27,1892.72,491119
2025-08-21,1831.82,1840.48,1827.15,1828.07,551918
2025-08-22,1821.46,1829.71,1802.32,1822.93,639219
2025-08-25,1920.99,1926.57,1878.37,1892.53,602583
2025-08-26,1905.22,1912.66,1875.39,1880.96,567522
2025-08-27,1874.39,1897.97,1871.35,1888.73,653447
2025-08-28,1830.91,1843.4,1824.01,1840.76,325050
2025-08-29,1772.66,1786.49,1762.84,1773.92,591062
2025-09-01,1789.63,1799.98,1753.79,1774.2,403979
2025-09-02,1761.88,1768.69,1739.14,1751.92,414171
2025-09-03,1726.36,1731.61,1713.36,1723.54,451789
2025-09-04,1696.98,1721.6,1692.95,1709.07,708496
2025-09-05,1712.61,1732.89,1697.44,1719.87,377221
2025-09-08,1679.81,1727.86,1655.32,1702.65,679841
2025-09-09,1704.19,1724.81,1701.49,1717.37,544277
2025-09-10,1744.24,1754.18,1732.02,1740.51,737916
2025-09-11,1709.99,1714.43,1698.37,1703.24,388148
2025-09-12,1639.99,1659.19,1634.02,1650.73,574232
2025-09-15,1641.21,1645.59,1636.17,1640.3,399222
2025-09-16,1631.81,1639.77,1612.47,1618.61,603703
2025-09-17,1616.63,1625.54,1608.53,1615.28,420421
2025-09-18,1650.09,1655.33,1645.81,1652.59,343089
2025-09-19,1620.79,1633.05,1605.9,1615.8,889196
2025-09-22,1610.19,1612.35,1597.36,1605.92,418479
2025-09-23,1586.37,1589.42,1582.33,1585.69,479465
2025-09-24,1604.56,1609.66,1600.16,1608.83,613019
2025-09-25,1621.98,1629.16,1620.3,1625.39,458209
2025-09-26,1583.36,1587.6,1582.21,1582.6,542443
2025-09-29,1622.24,1628.64,1610.27,1626.66,660391
2025-09-30,1633.41,1641.78,1621.21,1622.55,620380
2025-10-01,1619.34,1620.31,1608.9,1612.1,491727
2025-10-02,1585.71,1591.62,1559.68,1577.09,452685
2025-10-03,1597.95,1604.25,1575.26,1581.87,474643
2025-10-06,1617.29,1619.42,1591.69,1604.58,782551
2025-10-07,1655.25,1664.57,1640.73,1643.56,454257
2025-10-08,1625.8,1627.71,1606.11,1622.75,402101
2025-10-09,1593.5,1606.36,1575.49,1595.0,505102
2025-10-10,1626.42,1640.88,1605.1,1607.89,527455
